Techniques,Tarantula,OToThePowerP,BigO,OToThePowerD,Kulczynski1,Kulczynski2,Jaccard,Ochiai,Ample,Ample2,Wong1,Wong2,Wong3,Wong3Dash,GP13,CbiInc,CbiLog,CbiSqrt,SorensenDice,M1,M2,M3,Lee,RogersAndTanimoto,Goodman,SimpleMatching,Hamann,Euclid,Hamming,Rogot1,Rogot2,Binary,Gower1,Gower2,Gower3,AddedValue,Manhattan,Braun,Levandowsky,Simpson,Dice,MutantAt63
Line 1,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 2,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 3,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 4,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 5,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 6,0.504947229551451,76.0202349869452,30,1500.01282051282,0.051299133910726,0.524397972116603,0.048795944233207,0.220898040356194,0.032667110815012,0.019595035924233,77,-1424,72.709,4.291,77.0250081195193,0.000910372093903,0.001819088140727,0.001819088140727,0.093051359516616,0.07128580946036,0.024766806046961,0.133084577114428,107,0.034416211000322,-0.813897280966767,0.066542288557214,-0.866915422885572,10.3440804327886,107,0.034007196972465,0.51709774503936,1,-0.866915422885572,0.124781341107872,1,0.048795944233207,0.066542288557214,0.048795944233207,0.048795944233207,1,0.097591888466413,0
Line 7,0.638425556603089,45.6618798955614,-1,517.410256410257,0.083788706739527,0.33948144054527,0.077310924369748,0.220735872300064,0.000943335099307,0.259061643777516,46,-472,42.692,3.308,46.0425138632163,0.03367471154864,0.064870974156417,0.064537630102373,0.143525741029641,1.92896174863388,0.021325915623551,1.31716417910448,1059,0.49095966620306,-0.712948517940718,0.658582089552239,0.317164179104478,32.542280190546,1059,0.237479170970185,0.577732110218855,0,0.317164179104478,0.794150731158605,0.487423391215526,0.081560283687943,0.658582089552239,0.081560283687943,0.077310924369748,0.597402597402597,0.154621848739496,0
Line 8,0.638425556603089,45.6618798955614,-1,517.410256410257,0.083788706739527,0.33948144054527,0.077310924369748,0.220735872300064,0.000943335099307,0.259061643777516,46,-472,42.692,3.308,46.0425138632163,0.03367471154864,0.064870974156417,0.064537630102373,0.143525741029641,1.92896174863388,0.021325915623551,1.31716417910448,1059,0.49095966620306,-0.712948517940718,0.658582089552239,0.317164179104478,32.542280190546,1059,0.237479170970185,0.577732110218855,0,0.317164179104478,0.794150731158605,0.487423391215526,0.081560283687943,0.658582089552239,0.081560283687943,0.077310924369748,0.597402597402597,0.154621848739496,0
Line 9,0.654273504273504,76.4719321148825,722,808.012820512821,0.095179233621755,0.543453724604966,0.086907449209932,0.29480069404588,0.000148947608107,0.471587197909863,77,-732,73.401,3.599,77.0454277286136,0.039021877070629,0.075112715009708,0.075112715009708,0.159916926272066,0.987639060568603,0.031857674803475,0.993781094527363,799,0.330575093090608,-0.680166147455867,0.496890547263682,-0.006218905472637,28.2665880502051,799,0.203684527978246,0.639623661779949,1,-0.006218905472637,0.663896967179061,1,0.086907449209932,0.496890547263682,0.086907449209932,0.086907449209932,1,0.173814898419865,0
Line 10,0.654273504273504,76.4719321148825,722,808.012820512821,0.095179233621755,0.543453724604966,0.086907449209932,0.29480069404588,0.000148947608107,0.471587197909863,77,-732,73.401,3.599,77.0454277286136,0.039021877070629,0.075112715009708,0.075112715009708,0.159916926272066,0.987639060568603,0.031857674803475,0.993781094527363,799,0.330575093090608,-0.680166147455867,0.496890547263682,-0.006218905472637,28.2665880502051,799,0.203684527978246,0.639623661779949,1,-0.006218905472637,0.663896967179061,1,0.086907449209932,0.496890547263682,0.086907449209932,0.086907449209932,1,0.173814898419865,1
